// General information: 
//  MT Manager version: 2019.1.1 
//  XDA version: 2019.1.1 build 3010 rev 85319 built on 2019-03-01
// Device information: 
//  DeviceId: 00B48492
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
10291		9.514648	-0.814852	-1.920251	-0.038353	0.043763	-0.077706	0.564736	0.277168	-0.731057	0.264209
10292		9.455850	-0.797005	-1.876076	-0.023686	0.039118	-0.074371	0.564949	0.277287	-0.730894	0.264079
10293		9.556017	-0.794873	-1.841878	-0.019930	0.041383	-0.072995	0.565158	0.277411	-0.730728	0.263963
10294		9.637584	-0.675618	-1.863858	-0.020973	0.042891	-0.069005	0.565374	0.277510	-0.730560	0.263861
10295		9.597349	-0.707264	-1.927061	-0.030129	0.042884	-0.072009	0.565601	0.277598	-0.730404	0.263714
10296		9.552725	-0.763460	-1.902789	-0.029113	0.035984	-0.066950	0.565801	0.277679	-0.730267	0.263578
10297		9.542221	-0.771319	-1.884102	-0.022844	0.031382	-0.065119	0.565967	0.277780	-0.730143	0.263459
10298		9.582526	-0.764842	-1.852108	-0.012691	0.032133	-0.064677	0.566126	0.277908	-0.729998	0.263385
10299		9.622025	-0.753799	-1.777971	-0.012448	0.032881	-0.061156	0.566276	0.278023	-0.729862	0.263318
10300		9.592628	-0.767164	-1.815883	-0.009849	0.031344	-0.062066	0.566426	0.278147	-0.729719	0.263261
10301		9.583581	-0.785393	-1.881743	-0.006475	0.022171	-0.061452	0.566529	0.278295	-0.729605	0.263198
10302		9.531411	-0.711130	-1.930915	-0.009141	0.025973	-0.059147	0.566654	0.278419	-0.729481	0.263142
10303		9.572287	-0.710166	-1.941565	-0.006684	0.021385	-0.057313	0.566750	0.278553	-0.729374	0.263089
10304		9.609501	-0.738578	-1.906455	-0.008288	0.023663	-0.058976	0.566863	0.278683	-0.729255	0.263037
10305		9.596039	-0.781589	-1.884610	-0.004326	0.026717	-0.061718	0.566981	0.278832	-0.729125	0.262988
10306		9.625365	-0.795321	-1.879540	0.003022	0.020619	-0.056238	0.567065	0.278987	-0.729003	0.262978
10307		9.560526	-0.731565	-1.871178	0.004920	0.024431	-0.060040	0.567160	0.279160	-0.728869	0.262964
10308		9.566864	-0.657608	-1.876423	0.003091	0.025943	-0.057588	0.567264	0.279312	-0.728732	0.262955
10309		9.555185	-0.662218	-1.816457	-0.000859	0.022867	-0.054831	0.567353	0.279452	-0.728618	0.262933
10310		9.611081	-0.734747	-1.846987	0.001603	0.018289	-0.053001	0.567426	0.279596	-0.728509	0.262923
10311		9.650884	-0.729525	-1.816159	0.005817	0.014483	-0.052240	0.567472	0.279758	-0.728412	0.262919
10312		9.633702	-0.685802	-1.791001	0.003135	0.018282	-0.049943	0.567540	0.279895	-0.728306	0.262922
10313		9.605817	-0.661830	-1.792375	0.009499	0.011436	-0.049491	0.567566	0.280061	-0.728217	0.262934
10314		9.589421	-0.623408	-1.809567	0.010939	0.013732	-0.045070	0.567597	0.280210	-0.728121	0.262975
10315		9.598916	-0.638496	-1.819973	0.013771	0.012970	-0.050091	0.567623	0.280389	-0.728021	0.263004
10316		9.578316	-0.673095	-1.871426	0.009960	0.012943	-0.050080	0.567662	0.280555	-0.727920	0.263024
10317		9.550352	-0.649361	-1.873032	0.008974	0.012172	-0.047486	0.567688	0.280712	-0.727833	0.263041
10318		9.585850	-0.717886	-1.876871	0.007226	0.011395	-0.046414	0.567718	0.280860	-0.727746	0.263059
10319		9.613897	-0.727964	-1.831075	0.005119	0.006799	-0.046104	0.567728	0.281008	-0.727681	0.263058
10320		9.612815	-0.762639	-1.868642	0.002160	0.004486	-0.045946	0.567741	0.281147	-0.727621	0.263049
10321		9.584709	-0.739027	-1.870988	-0.002505	0.006740	-0.046088	0.567761	0.281273	-0.727566	0.263021
10322		9.603681	-0.729479	-1.813851	0.002707	0.003712	-0.047913	0.567773	0.281423	-0.727504	0.263007
10323		9.614196	-0.749074	-1.867026	-0.002812	0.008246	-0.048206	0.567802	0.281554	-0.727442	0.262974
10324		9.614699	-0.744348	-1.866321	0.007966	0.006019	-0.051097	0.567821	0.281729	-0.727361	0.262974
10325		9.598089	-0.705469	-1.884276	0.014172	0.003755	-0.055503	0.567821	0.281941	-0.727278	0.262975
10326		9.552843	-0.647252	-1.905179	0.006995	0.005217	-0.056099	0.567843	0.282129	-0.727195	0.262956
10327		9.557721	-0.617543	-1.992742	-0.009382	0.001284	-0.050766	0.567860	0.282260	-0.727157	0.262881
10328		9.559225	-0.617054	-2.034154	-0.027168	0.013334	-0.052568	0.567957	0.282326	-0.727100	0.262760
10329		9.613365	-0.722807	-2.061772	-0.046365	0.010119	-0.049815	0.568055	0.282334	-0.727089	0.262569
10330		9.635483	-0.838818	-2.046942	-0.049761	0.006265	-0.049045	0.568153	0.282330	-0.727088	0.262365
10331		9.605110	-0.848087	-2.045519	-0.048730	0.012353	-0.052977	0.568268	0.282340	-0.727069	0.262159
10332		9.576246	-0.774476	-1.925476	-0.049928	0.010799	-0.053876	0.568387	0.282345	-0.727049	0.261949
10333		9.597618	-0.729003	-1.871982	-0.049376	0.010022	-0.055839	0.568498	0.282366	-0.727033	0.261729
10334		9.609659	-0.707743	-1.886928	-0.046315	0.010036	-0.057347	0.568612	0.282400	-0.727005	0.261523
10335		9.597859	-0.667999	-1.748208	-0.041162	0.014650	-0.059150	0.568733	0.282450	-0.726960	0.261331
10336		9.592589	-0.612716	-1.781384	-0.041080	0.007009	-0.059156	0.568834	0.282507	-0.726931	0.261132
10337		9.601214	-0.577549	-1.670260	-0.027993	0.010200	-0.058845	0.568920	0.282600	-0.726881	0.260981
10338		9.595758	-0.566280	-1.784033	-0.025634	0.002602	-0.054305	0.568977	0.282691	-0.726850	0.260846
10339		9.578808	-0.526738	-1.802114	-0.025292	0.006413	-0.053527	0.569038	0.282778	-0.726815	0.260714
10340		9.521766	-0.526881	-1.887679	-0.023224	0.005670	-0.052461	0.569100	0.282866	-0.726775	0.260596
10341		9.539592	-0.598910	-1.949328	-0.022905	0.004146	-0.050334	0.569145	0.282952	-0.726748	0.260478
10342		9.601404	-0.714646	-1.905721	-0.007971	0.005856	-0.052462	0.569184	0.283083	-0.726689	0.260416
10343		9.605722	-0.792672	-1.868058	0.010530	-0.003826	-0.055391	0.569161	0.283296	-0.726633	0.260392
10344		9.628641	-0.714235	-1.819026	0.029150	-0.005103	-0.054801	0.569115	0.283556	-0.726551	0.260439
10345		9.590611	-0.628062	-1.730246	0.038070	-0.011089	-0.053910	0.569025	0.283853	-0.726481	0.260507
